id_region,id_batiment,date_rapport,emission_CO2_kg,taux_recyclage
REG03,BAT006,2025-01-01,217,0.75
REG03,BAT020,01/02/2025,1116,0.52
REG03,BAT003,2025-01-02,584,0.28
REG03,BAT023,2025-01-02,911,0.56
REG03,BAT037,2025-01-02,2398,0.83
REG03,BAT033,2025-01-04,,0.2
REG03,BAT009,2025-01-05,350,0.75
REG03,BAT009,2025-01-05,1544,
REG03,BAT027,2025-01-05,,0.82
REG03,BAT037,2025-01-05,2764,0.56
REG03,BAT037,2025-01-08,777,0.93
REG03,BAT011,2025-01-08,1271,0.18
REG03,BAT037,2025-01-08,2644,0.58
REG03,BAT031,2025-01-08,2859,0.73
REG03,BAT005,2025-01-09,1168,
REG03,BAT040,2025-01-10,2196,
REG03,BAT007,2025-01-10,2824,0.92
REG03,BAT040,2025-01-10,1549,0.85
REG03,BAT006,2025-01-10,,0.56
REG03,BAT033,2025-01-10,2856,0.56
REG03,BAT029,2025-01-11,2625,0.36
REG03,BAT009,2025-01-11,590,
REG03,BAT037,2025-01-12,2616,0.16
REG03,BAT001,2025-01-13,2387,0.16
REG03,BAT040,2025-01-13,2575,0.86
REG03,BAT037,2025-01-13,1444,0.44
REG03,BAT029,2025-01-13,1104,0.63
REG03,BAT003,2025-01-14,1693,0.6
REG03,BAT027,2025-01-14,2479,0.39
REG03,BAT023,2025-01-15,2535,0.56
REG03,BAT006,2025-01-16,1696,0.37
REG03,BAT023,2025-01-16,2680,0.45
REG03,BAT007,2025-01-17,2846,0.26
REG03,BAT037,2025-01-17,1805,1.95
REG03,BAT006,2025-01-17,231,0.19
REG03,BAT027,2025-01-18,1922,0.82
REG03,BAT006,2025-01-18,2749,0.33
REG03,BAT037,2025-01-18,1846,0.71
REG03,BAT016,2025-01-19,1903,0.37
REG03,BAT001,2025-01-19,788,0.87
REG03,BAT040,2025-01-19,2419,0.76
REG03,BAT033,2025-01-20,1974,0.18
REG03,BAT023,2025-01-20,,0.75
REG03,BAT007,2025-01-20,,0.31
REG03,BAT016,2025-01-21,2245,0.46
REG03,BAT029,2025-01-21,2296,0.83
REG03,BAT031,2025-01-21,2044,0.48
REG03,BAT040,2025-01-22,1281,0.61
REG03,BAT007,2025-01-23,,0.72
REG03,BAT027,2025-01-24,2641,0.8
REG03,BAT023,2025-01-25,2136,0.9
REG03,BAT005,2025-01-25,1863,0.72
REG03,BAT003,2025-01-26,1449,0.74
REG03,BAT007,2025-01-26,2993,0.67
REG03,BAT020,2025-01-27,563,0.89
REG03,BAT033,2025-01-27,1919,0.18
REG03,BAT027,2025-01-27,2380,
REG03,BAT006,2025-01-30,1727,0.36
REG03,BAT009,2025-01-30,1385,0.36
REG03,BAT027,2025-01-31,116,0.63
REG03,BAT035,2025-01-31,,0.74
REG03,BAT016,2025-01-31,1286,0.73
REG03,BAT035,2025-01-31,1353,0.3
REG03,BAT020,2025-01-31,890,0.27
REG03,BAT027,2025/02/01,1416,0.89
REG03,BAT029,2025-02-01,187,0.19
REG03,BAT023,2025-02-03,248,0.2
REG03,BAT006,2025-02-03,1902,0.67
REG03,BAT006,2025-02-03,2911,0.74
REG03,BAT020,2025-02-03,2509,0.76
REG03,BAT011,2025-02-04,154,0.67
REG03,BAT001,2025-02-05,2416,
REG03,BAT020,2025-02-07,1721,
REG03,BAT037,2025-02-08,2107,0.37
REG03,BAT006,2025-02-08,2738,0.36
REG03,BAT011,2025-02-08,2065,0.81
REG03,BAT028,2025-02-09,2102,0.24
REG03,BAT011,2025-02-09,530,0.77
REG03,BAT027,2025-02-09,997,0.4
REG03,BAT005,2025-02-09,1549,0.27
REG03,BAT037,2025-02-09,,0.29
REG03,BAT001,2025-02-09,106,0.86
REG03,BAT027,2025-02-09,221,0.37
REG03,BAT027,2025-02-10,469,0.63
REG03,BAT028,2025-02-11,1620,0.66
REG03,BAT031,2025-02-11,2640,0.68
REG03,BAT033,2025-02-12,2035,
REG03,BAT005,2025-02-13,2016,0.45
REG03,BAT016,2025-02-13,2035,0.26
REG03,BAT001,2025-02-14,1816,0.17
REG03,BAT023,2025-02-14,2672,0.2
REG03,BAT040,2025-02-14,2775,0.38
REG03,BAT001,2025-02-15,1011,0.65
REG03,BAT003,2025-02-15,108,0.23
REG03,BAT003,2025-02-15,602,0.12
REG03,BAT011,2025-02-16,1844,0.21
REG03,BAT035,2025-02-17,574,0.78
REG03,BAT027,"Feb 18, 2025",263,0.11
REG03,BAT003,2025-02-18,2784,0.74
REG03,BAT001,2025-02-19,1399,0.91
REG03,BAT029,2025-02-19,1572,0.44
REG03,BAT033,2025-02-19,947,0.37
REG03,BAT027,2025-02-19,2676,0.61
REG03,BAT035,19-02-2025,1798,0.11
REG03,BAT003,2025-02-20,915,0.33
REG03,BAT033,2025-02-21,2522,0.36
REG03,BAT031,2025-02-22,1217,0.33
REG03,BAT006,2025-02-23,2416,0.44
REG03,BAT011,2025-02-23,630,0.43
REG03,BAT009,2025-02-25,227,0.63
REG03,BAT005,2025-02-25,1940,0.61
REG03,BAT040,2025-02-26,238,0.5
REG03,BAT001,2025-02-26,1409,0.8
REG03,BAT029,2025-02-26,2522,0.71
REG03,BAT006,2025-02-27,1146,2.01
REG03,BAT007,2025-02-27,732,
REG03,BAT001,2025-02-28,1667,0.82
REG03,BAT040,2025-02-28,2745,0.47
REG03,BAT006,2025-03-01,1995,0.88
REG03,BAT009,2025-03-02,815,0.18
REG03,BAT037,2025-03-03,1042,0.94
REG03,BAT007,2025-03-04,1386,0.36
REG03,BAT035,2025-03-04,2532,0.25
REG03,BAT005,2025-03-04,2147,0.57
REG03,BAT003,2025-03-05,2336,0.44
REG03,BAT020,2025-03-05,2703,0.62
REG03,BAT028,2025-03-05,1766,0.52
REG03,BAT003,2025-03-05,484,0.68
REG03,BAT003,2025-03-06,2478,2.18
REG03,BAT029,2025-03-06,2153,0.2
REG03,BAT009,2025-03-06,2591,0.78
REG03,BAT027,2025-03-07,864,0.94
REG03,BAT031,2025-03-07,1824,0.7
REG03,BAT005,2025-03-07,1185,0.53
REG03,BAT028,2025-03-07,1974,0.89
REG03,BAT006,2025-03-08,2389,0.66
REG03,BAT027,2025-03-08,1030,0.83
REG03,BAT006,2025-03-08,2467,0.6
REG03,BAT027,2025-03-08,2282,0.81
REG03,BAT029,2025-03-08,1226,0.61
REG03,BAT005,2025-03-08,2030,0.81
REG03,BAT033,2025-03-09,666,0.53
REG03,BAT011,2025-03-09,977,0.92
REG03,BAT006,2025-03-11,241,0.11
REG03,BAT033,2025-03-12,2287,0.57
REG03,BAT031,2025-03-12,2575,0.33
REG03,BAT040,2025-03-12,2304,0.5
REG03,BAT027,2025-03-12,672,0.3
REG03,BAT040,2025-03-12,1644,0.3
REG03,BAT005,2025-03-13,373,0.12
REG03,BAT011,2025-03-13,659,0.41
REG03,BAT035,2025-03-14,1485,0.69
REG03,BAT028,14-03-2025,1508,0.37
REG03,BAT006,2025-03-16,,0.24
REG03,BAT020,2025-03-16,157,
REG03,BAT040,2025-03-16,2141,0.61
REG03,BAT020,2025-03-17,1715,0.59
REG03,BAT040,2025-03-17,,0.19
REG03,BAT011,2025-03-17,733,0.77
REG03,BAT035,2025-03-18,2365,0.76
REG03,BAT007,2025-03-18,865,0.42
REG03,BAT029,2025-03-18,1300,0.31
REG03,BAT027,2025-03-18,498,0.44
REG03,BAT033,2025-03-19,1925,0.92
REG03,BAT033,2025-03-19,2939,1.99
REG03,BAT003,2025-03-20,736,0.61
REG03,BAT005,2025-03-20,703,0.78
REG03,BAT028,2025-03-20,461,0.84
REG03,BAT040,2025-03-20,339,0.94
REG03,BAT023,2025-03-20,622,0.43
REG03,BAT016,2025-03-20,313,0.32
REG03,BAT037,2025-03-21,928,0.15
REG03,BAT028,2025-03-21,2899,0.94
REG03,BAT007,2025-03-22,1018,0.92
REG03,BAT031,2025-03-22,1764,0.27
REG03,BAT027,2025-03-22,1951,0.47
REG03,BAT033,2025-03-23,398,0.75
REG03,BAT040,2025-03-24,2234,0.93
REG03,BAT031,2025-03-24,450,0.73
REG03,BAT035,2025-03-24,476,0.2
REG03,BAT029,2025-03-24,2150,0.51
REG03,BAT009,2025-03-24,2381,0.77
REG03,BAT016,2025-03-24,1065,0.62
REG03,BAT020,2025-03-25,2180,0.1
REG03,BAT011,2025-03-25,807,0.4
REG03,BAT003,2025-03-25,227,0.87
REG03,BAT040,2025-03-25,334,0.69
REG03,BAT009,2025-03-26,110,0.7
REG03,BAT007,2025-03-26,622,0.73
REG03,BAT035,2025-03-27,2047,0.89
REG03,BAT027,2025-03-27,1503,0.82
REG03,BAT001,2025-03-27,1854,2.43
REG03,BAT020,2025-03-28,1257,0.86
REG03,BAT031,2025-03-28,142,0.21
REG03,BAT029,2025-03-28,377,0.1
REG03,BAT029,2025-03-28,2299,0.4
REG03,BAT011,2025-03-29,2204,0.45
REG03,BAT020,2025-03-29,2921,0.42
REG03,BAT027,2025-03-29,1862,0.86
REG03,BAT033,2025-03-30,1823,0.9
